Disease,Count_number_of_URLs,URL,Symptoms_and_Causes,Diagnosis_and_Tests,Management_and_Treatment,Prevention,Prognosis,Living_with
14083-hemophilia,7,https://my.clevelandclinic.org/health/diseases/14083-hemophilia,https://my.clevelandclinic.org/health/diseases/14083-hemophilia#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14083-hemophilia#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14083-hemophilia#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14083-hemophilia#prevention,https://my.clevelandclinic.org/health/diseases/14083-hemophilia#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14083-hemophilia#living-with
14737-neuropathy,7,https://my.clevelandclinic.org/health/diseases/14737-neuropathy,https://my.clevelandclinic.org/health/diseases/14737-neuropathy#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/14737-neuropathy#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/14737-neuropathy#management-and-treatment,https://my.clevelandclinic.org/health/diseases/14737-neuropathy#prevention,https://my.clevelandclinic.org/health/diseases/14737-neuropathy#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/14737-neuropathy#living-with
17635-chronic-thromboembolic-pulmonary-hypertension-cteph,7,https://my.clevelandclinic.org/health/diseases/17635-chronic-thromboembolic-pulmonary-hypertension-cteph,https://my.clevelandclinic.org/health/diseases/17635-chronic-thromboembolic-pulmonary-hypertension-cteph#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17635-chronic-thromboembolic-pulmonary-hypertension-cteph#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17635-chronic-thromboembolic-pulmonary-hypertension-cteph#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17635-chronic-thromboembolic-pulmonary-hypertension-cteph#prevention,https://my.clevelandclinic.org/health/diseases/17635-chronic-thromboembolic-pulmonary-hypertension-cteph#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17635-chronic-thromboembolic-pulmonary-hypertension-cteph#living-with
21719-high-arch-feet,7,https://my.clevelandclinic.org/health/diseases/21719-high-arch-feet,https://my.clevelandclinic.org/health/diseases/21719-high-arch-feet#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21719-high-arch-feet#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21719-high-arch-feet#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21719-high-arch-feet#prevention,https://my.clevelandclinic.org/health/diseases/21719-high-arch-feet#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21719-high-arch-feet#living-with
21603-mania,7,https://my.clevelandclinic.org/health/diseases/21603-mania,https://my.clevelandclinic.org/health/diseases/21603-mania#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21603-mania#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21603-mania#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21603-mania#prevention,https://my.clevelandclinic.org/health/diseases/21603-mania#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21603-mania#living-with
17952-preeclampsia,7,https://my.clevelandclinic.org/health/diseases/17952-preeclampsia,https://my.clevelandclinic.org/health/diseases/17952-preeclampsia#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17952-preeclampsia#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17952-preeclampsia#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17952-preeclampsia#prevention,https://my.clevelandclinic.org/health/diseases/17952-preeclampsia#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17952-preeclampsia#living-with
21732-adult-soft-tissue-sarcoma,7,https://my.clevelandclinic.org/health/diseases/21732-adult-soft-tissue-sarcoma,https://my.clevelandclinic.org/health/diseases/21732-adult-soft-tissue-sarcoma#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21732-adult-soft-tissue-sarcoma#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21732-adult-soft-tissue-sarcoma#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21732-adult-soft-tissue-sarcoma#prevention,https://my.clevelandclinic.org/health/diseases/21732-adult-soft-tissue-sarcoma#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21732-adult-soft-tissue-sarcoma#living-with
17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome,7,https://my.clevelandclinic.org/health/diseases/17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome,https://my.clevelandclinic.org/health/diseases/17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome#prevention,https://my.clevelandclinic.org/health/diseases/17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17462-serrated-polyposis-syndromehyperplastic-polyposis-syndrome#living-with
21707-penile-fracture,7,https://my.clevelandclinic.org/health/diseases/21707-penile-fracture,https://my.clevelandclinic.org/health/diseases/21707-penile-fracture#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21707-penile-fracture#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21707-penile-fracture#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21707-penile-fracture#prevention,https://my.clevelandclinic.org/health/diseases/21707-penile-fracture#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21707-penile-fracture#living-with
21622-gluten-intolerance,7,https://my.clevelandclinic.org/health/diseases/21622-gluten-intolerance,https://my.clevelandclinic.org/health/diseases/21622-gluten-intolerance#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21622-gluten-intolerance#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21622-gluten-intolerance#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21622-gluten-intolerance#prevention,https://my.clevelandclinic.org/health/diseases/21622-gluten-intolerance#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21622-gluten-intolerance#living-with
21771-gingivostomatitis,7,https://my.clevelandclinic.org/health/diseases/21771-gingivostomatitis,https://my.clevelandclinic.org/health/diseases/21771-gingivostomatitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21771-gingivostomatitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21771-gingivostomatitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21771-gingivostomatitis#prevention,https://my.clevelandclinic.org/health/diseases/21771-gingivostomatitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21771-gingivostomatitis#living-with
17964-primary-immunodeficiency,7,https://my.clevelandclinic.org/health/diseases/17964-primary-immunodeficiency,https://my.clevelandclinic.org/health/diseases/17964-primary-immunodeficiency#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/17964-primary-immunodeficiency#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/17964-primary-immunodeficiency#management-and-treatment,https://my.clevelandclinic.org/health/diseases/17964-primary-immunodeficiency#prevention,https://my.clevelandclinic.org/health/diseases/17964-primary-immunodeficiency#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/17964-primary-immunodeficiency#living-with
21986-erbs-palsy,7,https://my.clevelandclinic.org/health/diseases/21986-erbs-palsy,https://my.clevelandclinic.org/health/diseases/21986-erbs-palsy#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21986-erbs-palsy#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21986-erbs-palsy#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21986-erbs-palsy#prevention,https://my.clevelandclinic.org/health/diseases/21986-erbs-palsy#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21986-erbs-palsy#living-with
9357-crohns-disease,7,https://my.clevelandclinic.org/health/diseases/9357-crohns-disease,https://my.clevelandclinic.org/health/diseases/9357-crohns-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9357-crohns-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9357-crohns-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9357-crohns-disease#prevention,https://my.clevelandclinic.org/health/diseases/9357-crohns-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9357-crohns-disease#living-with
21638-calcific-tendonitis,7,https://my.clevelandclinic.org/health/diseases/21638-calcific-tendonitis,https://my.clevelandclinic.org/health/diseases/21638-calcific-tendonitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21638-calcific-tendonitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21638-calcific-tendonitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21638-calcific-tendonitis#prevention,https://my.clevelandclinic.org/health/diseases/21638-calcific-tendonitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21638-calcific-tendonitis#living-with
21712-mycotic-nails,7,https://my.clevelandclinic.org/health/diseases/21712-mycotic-nails,https://my.clevelandclinic.org/health/diseases/21712-mycotic-nails#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21712-mycotic-nails#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21712-mycotic-nails#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21712-mycotic-nails#prevention,https://my.clevelandclinic.org/health/diseases/21712-mycotic-nails#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21712-mycotic-nails#living-with
5502-aphasia,7,https://my.clevelandclinic.org/health/diseases/5502-aphasia,https://my.clevelandclinic.org/health/diseases/5502-aphasia#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/5502-aphasia#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/5502-aphasia#management-and-treatment,https://my.clevelandclinic.org/health/diseases/5502-aphasia#prevention,https://my.clevelandclinic.org/health/diseases/5502-aphasia#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/5502-aphasia#living-with
10044-peyronies-disease,7,https://my.clevelandclinic.org/health/diseases/10044-peyronies-disease,https://my.clevelandclinic.org/health/diseases/10044-peyronies-disease#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/10044-peyronies-disease#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/10044-peyronies-disease#management-and-treatment,https://my.clevelandclinic.org/health/diseases/10044-peyronies-disease#prevention,https://my.clevelandclinic.org/health/diseases/10044-peyronies-disease#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/10044-peyronies-disease#living-with
22048-sprained-ankle,7,https://my.clevelandclinic.org/health/diseases/22048-sprained-ankle,https://my.clevelandclinic.org/health/diseases/22048-sprained-ankle#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/22048-sprained-ankle#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/22048-sprained-ankle#management-and-treatment,https://my.clevelandclinic.org/health/diseases/22048-sprained-ankle#prevention,https://my.clevelandclinic.org/health/diseases/22048-sprained-ankle#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/22048-sprained-ankle#living-with
9358-cystic-fibrosis,7,https://my.clevelandclinic.org/health/diseases/9358-cystic-fibrosis,https://my.clevelandclinic.org/health/diseases/9358-cystic-fibrosis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/9358-cystic-fibrosis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/9358-cystic-fibrosis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/9358-cystic-fibrosis#prevention,https://my.clevelandclinic.org/health/diseases/9358-cystic-fibrosis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/9358-cystic-fibrosis#living-with
21783-swimmers-itch-cercarial-dermatitis,7,https://my.clevelandclinic.org/health/diseases/21783-swimmers-itch-cercarial-dermatitis,https://my.clevelandclinic.org/health/diseases/21783-swimmers-itch-cercarial-dermatitis#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21783-swimmers-itch-cercarial-dermatitis#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21783-swimmers-itch-cercarial-dermatitis#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21783-swimmers-itch-cercarial-dermatitis#prevention,https://my.clevelandclinic.org/health/diseases/21783-swimmers-itch-cercarial-dermatitis#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21783-swimmers-itch-cercarial-dermatitis#living-with
21709-hepatocellular-carcinoma-hcc,7,https://my.clevelandclinic.org/health/diseases/21709-hepatocellular-carcinoma-hcc,https://my.clevelandclinic.org/health/diseases/21709-hepatocellular-carcinoma-hcc#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21709-hepatocellular-carcinoma-hcc#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21709-hepatocellular-carcinoma-hcc#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21709-hepatocellular-carcinoma-hcc#prevention,https://my.clevelandclinic.org/health/diseases/21709-hepatocellular-carcinoma-hcc#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21709-hepatocellular-carcinoma-hcc#living-with
21827-mycosis-fungoides,7,https://my.clevelandclinic.org/health/diseases/21827-mycosis-fungoides,https://my.clevelandclinic.org/health/diseases/21827-mycosis-fungoides#symptoms-and-causes,https://my.clevelandclinic.org/health/diseases/21827-mycosis-fungoides#diagnosis-and-tests,https://my.clevelandclinic.org/health/diseases/21827-mycosis-fungoides#management-and-treatment,https://my.clevelandclinic.org/health/diseases/21827-mycosis-fungoides#prevention,https://my.clevelandclinic.org/health/diseases/21827-mycosis-fungoides#outlook--prognosis,https://my.clevelandclinic.org/health/diseases/21827-mycosis-fungoides#living-with
